wyscout_team,wyscout_competition,opta_contestant_id,opta_team,opta_country,opta_league,match_method,match_score,rating,rank,review_status,notes
Sint-Truiden,Belgium. Pro League,2989v3kho9h5jaboe1nr7lx21,Sint-Truiden,Belgium,First Division A,exact_name,100,83.2427179572,164,auto_confirmed,""
Standard Liège,Belgium. Pro League,5z1b7fuvpqe6vnigvopomvecu,Standard Liège,Belgium,First Division A,exact_name,100,81.9716365042,228,auto_confirmed,""
Union Saint-Gilloise,Belgium. Pro League,ecj1gmc7pqcjo4sc9hvghj5u3,Union Saint-Gilloise,Belgium,First Division A,exact_name,100,91.4479672455,21,auto_confirmed,""
Westerlo,Belgium. Pro League,2nhn3ikl1ciq34w3hcp883d6p,Westerlo,Belgium,First Division A,exact_name,100,82.1622194172,223,auto_confirmed,""
Zulte-Waregem,Belgium. Pro League,547zzwqbiugzphhnrhj3z5k5i,Zulte Waregem,Belgium,First Division A,exact_name,100,82.0744207565,225,auto_confirmed,""
ABB,Bolivia. LFPB,e9d9hqcad8iq0ujm2g86sscug,ABB,Bolivia,Primera División,exact_name,100,71.3289193682,1234,auto_confirmed,""
Always Ready,Bolivia. LFPB,ai0pkwqf76czud754b5vrmwbe,Always Ready,Bolivia,Primera División,exact_name,100,81.3471848832,255,auto_confirmed,""
Atlético Palmaflor,Bolivia. LFPB,"","","","",unmapped,,,,unmapped,""
Aurora,Bolivia. LFPB,5nk1xw91dxp0t0znt9p8gpiw1,Aurora,Bolivia,Primera División,exact_name,100,75.7442521632,686,auto_confirmed,""
Blooming,Bolivia. LFPB,18vvpk4zd1sj61x56tyx8iirk,Blooming,Bolivia,Primera División,exact_name,100,74.1561291217,860,auto_confirmed,""
Bolívar,Bolivia. LFPB,dj7mlv2txjphj4xtannqj8q6z,Bolívar,Bolivia,Primera División,exact_name,100,83.0943746911,172,auto_confirmed,""
Club Universitario,Bolivia. LFPB,blnwupja8ttva04e9yqvyijqi,Universitario de Vinto,Bolivia,Primera División,exact_name,100,71.6191275205,1193,auto_confirmed,""
Gran Mamoré,Bolivia. LFPB,"","","","",unmapped,,,,unmapped,""
Guabirá,Bolivia. LFPB,bmbblhqnpzp7jck3i91xw27ys,Guabirá,Bolivia,Primera División,exact_name,100,74.7710349302,785,auto_confirmed,""
Gualberto Villarroel SJ,Bolivia. LFPB,6fy33pc8528uihi0dzbkvias4,Gualberto Villarroel SJ,Bolivia,Primera División,exact_name,100,72.1997724207,1109,auto_confirmed,""
Independiente Petrolero,Bolivia. LFPB,4wok4lbythsvj88b2odi6eooa,Independiente,Bolivia,Primera División,exact_name,100,72.043689653,1134,auto_confirmed,""
Nacional Potosí,Bolivia. LFPB,dpzg67jk1bxbhjo13o2lpem1q,Nacional Potosí,Bolivia,Primera División,exact_name,100,75.7756954412,683,auto_confirmed,""
Oriente Petrolero,Bolivia. LFPB,9z3b3uu4qfr7pthke78bvj3y1,Oriente Petrolero,Bolivia,Primera División,exact_name,100,75.5531372639,702,auto_confirmed,""
Real Oruro,Bolivia. LFPB,36mrl64r74lum5sv99kog874k,Real Oruro,Bolivia,Primera División,exact_name,100,71.9631939894,1143,auto_confirmed,""
Real Potosí,Bolivia. LFPB,cb4x5832dxmhckrl8ssztjl66,Real Potosí,Bolivia,Primera División,exact_name,100,76.0747335996,652,auto_confirmed,""
Real Tomayapo,Bolivia. LFPB,a2yy3p6tihu263x73yayp9r3e,Real Tomayapo,Bolivia,Primera División,exact_name,100,71.34187283,1230,auto_confirmed,""
Royal Pari,Bolivia. LFPB,"","","","",unmapped,,,,unmapped,""
San Antonio Bulo Bulo,Bolivia. LFPB,dfvuhyfm6ecmhp8ow5ivhjg9g,San Antonio Bulo Bulo,Bolivia,Primera División,exact_name,100,72.2921567445,1096,auto_confirmed,""
Santa Cruz,Bolivia. LFPB,6n1i99d69ktxseecp7cpfu971,Deportes Santa Cruz,Chile,Primera B,exact_name,100,70.0065367152,1418,auto_confirmed,""
The Strongest,Bolivia. LFPB,by2oauw9w521ognfw0mg5ixfc,The Strongest,Bolivia,Primera División,exact_name,100,79.7706536848,352,auto_confirmed,""
Universitario de Vinto,Bolivia. LFPB,blnwupja8ttva04e9yqvyijqi,Universitario de Vinto,Bolivia,Primera División,exact_name,100,71.6191275205,1193,auto_confirmed,""
Vaca Díez,Bolivia. LFPB,"","","","",unmapped,,,,unmapped,""
Wilstermann,Bolivia. LFPB,788ii0y8wg9veyuglme99rtk8,Jorge Wilstermann,Bolivia,"",exact_name,100,70.3925534526,1349,auto_confirmed,""
BSK Banja Luka,Bosnia and Herzegovina. Premijer Liga,2y9bb1ig3wovtzfbb0p99z00l,BSK Banja Luka,Bosnia and Herzegovina,Premijer Liga,exact_name,100,66.691485982,2066,auto_confirmed,""
Borac Banja Luka,Bosnia and Herzegovina. Premijer Liga,399xya5sk812vkpg0no4dq552,Borac Banja Luka,Bosnia and Herzegovina,Premijer Liga,exact_name,100,80.2748819834,319,auto_confirmed,""
GOŠK Gabela,Bosnia and Herzegovina. Premijer Liga,55vl8d7q3eyl0m1ktsm7eyif3,GOŠK Gabela,Bosnia and Herzegovina,1st League,exact_name,100,60.2245680048,3868,auto_confirmed,""
Igman Konjic,Bosnia and Herzegovina. Premijer Liga,asm3uotjvwqykf8eyoks9bu1a,Igman Konjic,Bosnia and Herzegovina,1st League,exact_name,100,56.6890914598,5028,auto_confirmed,""
Leotar,Bosnia and Herzegovina. Premijer Liga,d8l2b33wpdbp6jpd2ugc7859r,Leotar,Bosnia and Herzegovina,1st League,exact_name,100,61.1811122457,3566,auto_confirmed,""
Posušje,Bosnia and Herzegovina. Premijer Liga,eh5dnfrmvmy41om5abeu8znu5,Posušje,Bosnia and Herzegovina,1st League,exact_name,100,58.8174773975,4319,auto_confirmed,""
Radnik Bijeljina,Bosnia and Herzegovina. Premijer Liga,15xmagscegf6zxibryschiz6s,Radnik Bijeljina,Bosnia and Herzegovina,Premijer Liga,exact_name,100,66.4412717169,2127,auto_confirmed,""
Rudar Prijedor,Bosnia and Herzegovina. Premijer Liga,2cldwkju9781muwc4uc07umb6,Rudar Prijedor,Bosnia and Herzegovina,1st League,exact_name,100,56.3372084301,5138,auto_confirmed,""
Sarajevo,Bosnia and Herzegovina. Premijer Liga,5lgdd15clfwbntgxl31nd9h61,Sarajevo,Bosnia and Herzegovina,Premijer Liga,exact_name,100,74.1019223331,870,auto_confirmed,""
Sloboda Tuzla,Bosnia and Herzegovina. Premijer Liga,c09o2d3ap1x6fklm9bcncvhr1,Sloboda Tuzla,Bosnia and Herzegovina,1st League,exact_name,100,58.5679260626,4402,auto_confirmed,""
Sloga Doboj,Bosnia and Herzegovina. Premijer Liga,daa6q5v7gmscctw0niodzjrl9,Sloga Doboj,Bosnia and Herzegovina,Premijer Liga,exact_name,100,66.9820165892,1997,auto_confirmed,""
Tuzla City,Bosnia and Herzegovina. Premijer Liga,dk59k31xj94est0kat2a50kjg,Tuzla City,Bosnia and Herzegovina,"",exact_name,100,51.3762571362,7177,auto_confirmed,""
Velež,Bosnia and Herzegovina. Premijer Liga,e91u3jjigugmki8asdh3zgpi6,Velež,Bosnia and Herzegovina,Premijer Liga,exact_name,100,69.8712944049,1440,auto_confirmed,""
Zrinjski,Bosnia and Herzegovina. Premijer Liga,39r69xdnw8usnndtetv3un9z3,Zrinjski,Bosnia and Herzegovina,Premijer Liga,exact_name,100,77.723949437,508,auto_confirmed,""
Zvijezda '09 Brgule,Bosnia and Herzegovina. Premijer Liga,"","","","",unmapped,,,,unmapped,""
Čelik,Bosnia and Herzegovina. Premijer Liga,cqum5s6h9iw1c4s76sydutx7v,Čelik,Bosnia and Herzegovina,Premijer Liga,exact_name,100,67.9340065953,1794,auto_confirmed,""
Široki Brijeg,Bosnia and Herzegovina. Premijer Liga,evg8s568ahyh2t9qub0yad8ye,Široki Brijeg,Bosnia and Herzegovina,Premijer Liga,exact_name,100,68.8031623443,1620,auto_confirmed,""
Željezničar,Bosnia and Herzegovina. Premijer Liga,doer7kikrtjedg8uuwa8rrrn5,Željezničar,Bosnia and Herzegovina,Premijer Liga,exact_name,100,71.093278229,1270,auto_confirmed,""
América Mineiro,Brazil. Serie A,d0tpuy1w8ckf8iiea01t1aob5,América Mineiro,Brazil,Serie B,exact_name,100,68.3018544295,1725,auto_confirmed,""
Athletico Paranaense,Brazil. Serie A,5h3amvo8ykt01u4h3upw3c5qf,Athletico Paranaense,Brazil,Paranaense 1,exact_name,100,85.4934604523,89,auto_confirmed,""
Atlético GO,Brazil. Serie A,441ion913h05bwxctg48884uh,Atlético Goianiense,Brazil,Serie B,exact_name,100,73.9515878582,894,auto_confirmed,""
Atlético Mineiro,Brazil. Serie A,1f6qzkdjh8fih5ii1eyqmkolq,Atlético Mineiro,Brazil,Mineiro 1,exact_name,100,84.9990042131,105,auto_confirmed,""
Avaí,Brazil. Serie A,4junv0ald7bkwrsr0hynf05iz,Avaí,Brazil,Catarinense 1,exact_name,100,70.9668897706,1284,auto_confirmed,""
Bahia,Brazil. Serie A,e93fgat6j6g86zqul1m3m2kpn,Bahia,Brazil,Baiano 1,exact_name,100,85.3525451528,90,auto_confirmed,""
Botafogo,Brazil. Serie A,2x94b2pn1o1tb5l1bbu8x9yu9,Botafogo,Brazil,Carioca Série A,exact_name,100,83.8071731057,140,auto_confirmed,""
Ceará,Brazil. Serie A,c2r7yor7e9edg7r2mfg44heqe,Ceará,Brazil,Serie B,exact_name,100,71.6604324998,1186,auto_confirmed,""
Chapecoense,Brazil. Serie A,dcmhxgsc612y27h5p2rzqy7i,Chapecoense,Brazil,Catarinense 1,exact_name,100,79.4501277531,370,auto_confirmed,""
Corinthians,Brazil. Serie A,f0td6lvs326lppbwh1fj8v2ls,Corinthians,Brazil,Paulista A1,exact_name,100,83.3674006782,159,auto_confirmed,""
Coritiba,Brazil. Serie A,ewfcgj6z5nzaswg3n2qwtmut8,Coritiba,Brazil,Paranaense 1,exact_name,100,82.1643237584,222,auto_confirmed,""
Criciúma,Brazil. Serie A,9ri292j4uqvn567soly0xrmrx,Criciúma,Brazil,Catarinense 1,exact_name,100,73.1237832371,997,auto_confirmed,""
Cruzeiro,Brazil. Serie A,bd6vujl7jfv4wtc8gvo1o1t5y,Cruzeiro,Brazil,Mineiro 1,exact_name,100,86.5192950602,66,auto_confirmed,""
Cuiabá,Brazil. Serie A,3oau1zwakraexd8ej8xvtlaqo,Cuiabá,Brazil,Matogrossense 1,exact_name,100,73.9592803599,892,auto_confirmed,""
Flamengo,Brazil. Serie A,102ykb145wz6dtveg65nistwm,Flamengo,Brazil,Carioca Série A,exact_name,100,91.3150255294,23,auto_confirmed,""
Fluminense,Brazil. Serie A,2ldx5vhhqfz2rllkgp7wpa744,Fluminense,Brazil,Carioca Série A,exact_name,100,85.9787749272,74,auto_confirmed,""
Fortaleza,Brazil. Serie A,1vvaya787s5wg5geudzacya7m,Fortaleza,Brazil,Serie B,exact_name,100,75.140104636,756,auto_confirmed,""
Goiás,Brazil. Serie A,5umkgpd22oex45aoco3wqgddl,Goiás,Brazil,Serie B,exact_name,100,72.418128818,1087,auto_confirmed,""
Grêmio,Brazil. Serie A,1yd80wg4djlmtgkei51x0x4t6,Grêmio,Brazil,Gaúcho 1,exact_name,100,81.3276677028,258,auto_confirmed,""
Internacional,Brazil. Serie A,c7n1isjmpyqt5pj51yekr08wo,Internacional,Brazil,Gaúcho 1,exact_name,100,82.7579255716,185,auto_confirmed,""
Juventude,Brazil. Serie A,7avb9meepw828qkp0tiugzd1b,Juventude,Brazil,Serie B,exact_name,100,74.1952869452,856,auto_confirmed,""
Mirassol,Brazil. Serie A,cllomrn9h2sg6vmxy0pdnmups,Mirassol,Brazil,Paulista A1,exact_name,100,83.9199761382,135,auto_confirmed,""
Palmeiras,Brazil. Serie A,b9d2xcvxxcwplyp4le9ulnlv9,Palmeiras,Brazil,Paulista A1,exact_name,100,88.9123519827,44,auto_confirmed,""
Red Bull Bragantino,Brazil. Serie A,4ayjm36vlnc5j8jhwpsdwxuph,RB Bragantino,Brazil,Paulista A1,exact_name,100,83.8573084255,136,auto_confirmed,""
Remo,Brazil. Serie A,eks7plclfqznw5kd17zlq6dhm,Remo,Brazil,Paraense A1,exact_name,100,80.2076001654,322,auto_confirmed,""
Santos,Brazil. Serie A,1icvp50kgaw8oduqmhyt3iex0,Santos,Brazil,Paulista A1,exact_name,100,85.6201035035,84,auto_confirmed,""
Sport Recife,Brazil. Serie A,724zlangqbn2pr3e6rws1c9um,Sport Recife,Brazil,Pernambucano 1,exact_name,100,73.0755109535,1010,auto_confirmed,""
São Paulo,Brazil. Serie A,5p301ikmaba9gesscss3zo745,São Paulo,Brazil,Paulista A1,exact_name,100,83.9739387235,134,auto_confirmed,""
Vasco da Gama,Brazil. Serie A,5ponlslulpugdlvd93n9yqu2b,Vasco da Gama,Brazil,Carioca Série A,exact_name,100,85.2039666138,96,auto_confirmed,""
Vitória,Brazil. Serie A,436xob9epu7bzdu7c1zzjjdak,Vitória,Brazil,Baiano 1,exact_name,100,81.483103671,245,auto_confirmed,""
ABC,Brazil. Serie B,da82lx4m0aorqf80r6xovocvy,ABC,Brazil,Serie D,exact_name,100,59.1350166657,4208,auto_confirmed,""
Amazonas,Brazil. Serie B,4mg2pej61prq61834y3ew13ze,Amazonas,Brazil,Serie C,exact_name,100,62.128354702,3311,auto_confirmed,""
América Mineiro,Brazil. Serie B,d0tpuy1w8ckf8iiea01t1aob5,América Mineiro,Brazil,Serie B,exact_name,100,68.3018544295,1725,auto_confirmed,""
Athletic Club,Brazil. Serie B,3czravw89omgc9o4s0w3l1bg5,Athletic Club,Spain,Primera División,exact_name,100,86.3161648347,68,auto_confirmed,""
Athletico Paranaense,Brazil. Serie B,5h3amvo8ykt01u4h3upw3c5qf,Athletico Paranaense,Brazil,Paranaense 1,exact_name,100,85.4934604523,89,auto_confirmed,""
Atlético GO,Brazil. Serie B,441ion913h05bwxctg48884uh,Atlético Goianiense,Brazil,Serie B,exact_name,100,73.9515878582,894,auto_confirmed,""
Avaí,Brazil. Serie B,4junv0ald7bkwrsr0hynf05iz,Avaí,Brazil,Catarinense 1,exact_name,100,70.9668897706,1284,auto_confirmed,""
Bahia,Brazil. Serie B,e93fgat6j6g86zqul1m3m2kpn,Bahia,Brazil,Baiano 1,exact_name,100,85.3525451528,90,auto_confirmed,""
Botafogo SP,Brazil. Serie B,53r1xghhsn5zog9gxjkt2am8o,Botafogo SP,Brazil,Serie B,exact_name,100,70.4489436033,1337,auto_confirmed,""
Brusque,Brazil. Serie B,bde5jse6ssrqor2pmrhe4xu07,Brusque,Brazil,Catarinense 1,exact_name,100,64.8434203035,2501,auto_confirmed,""
CRB,Brazil. Serie B,85zkra6ckfbkyiimw5ip28jsd,CRB,Brazil,Serie B,exact_name,100,73.5431463723,940,auto_confirmed,""
CSA,Brazil. Serie B,d2ek7khu1tzo6yiz0q6waajcy,CSA,Brazil,Serie D,exact_name,100,57.1178262679,4893,auto_confirmed,""
Ceará,Brazil. Serie B,c2r7yor7e9edg7r2mfg44heqe,Ceará,Brazil,Serie B,exact_name,100,71.6604324998,1186,auto_confirmed,""
Chapecoense,Brazil. Serie B,dcmhxgsc612y27h5p2rzqy7i,Chapecoense,Brazil,Catarinense 1,exact_name,100,79.4501277531,370,auto_confirmed,""
Coritiba,Brazil. Serie B,ewfcgj6z5nzaswg3n2qwtmut8,Coritiba,Brazil,Paranaense 1,exact_name,100,82.1643237584,222,auto_confirmed,""
Criciúma,Brazil. Serie B,9ri292j4uqvn567soly0xrmrx,Criciúma,Brazil,Catarinense 1,exact_name,100,73.1237832371,997,auto_confirmed,""
Cruzeiro,Brazil. Serie B,bd6vujl7jfv4wtc8gvo1o1t5y,Cruzeiro,Brazil,Mineiro 1,exact_name,100,86.5192950602,66,auto_confirmed,""
Cuiabá,Brazil. Serie B,3oau1zwakraexd8ej8xvtlaqo,Cuiabá,Brazil,Matogrossense 1,exact_name,100,73.9592803599,892,auto_confirmed,""
Ferroviária,Brazil. Serie B,bf6uzpzw5t8n1ax1cpjo6sf7u,Ferroviária,Brazil,Serie C,exact_name,100,65.7726003909,2280,auto_confirmed,""
Fortaleza,Brazil. Serie B,1vvaya787s5wg5geudzacya7m,Fortaleza,Brazil,Serie B,exact_name,100,75.140104636,756,auto_confirmed,""
Goiás,Brazil. Serie B,5umkgpd22oex45aoco3wqgddl,Goiás,Brazil,Serie B,exact_name,100,72.418128818,1087,auto_confirmed,""
Grêmio,Brazil. Serie B,1yd80wg4djlmtgkei51x0x4t6,Grêmio,Brazil,Gaúcho 1,exact_name,100,81.3276677028,258,auto_confirmed,""
Grêmio Novorizontino,Brazil. Serie B,9cl05467nuteeh2yk1ylr897l,Novorizontino,Brazil,Serie B,exact_name,100,76.49806917,613,auto_confirmed,""
Guarani,Brazil. Serie B,15akzajbqir3ko16ly444nz1i,Guarani SP,Brazil,Serie C,exact_name,100,64.9329871562,2484,auto_confirmed,""
Ituano,Brazil. Serie B,cg2pa82ewqacfmu7ao65fdejc,Ituano,Brazil,Serie C,exact_name,100,62.3478481411,3233,auto_confirmed,""
Juventude,Brazil. Serie B,7avb9meepw828qkp0tiugzd1b,Juventude,Brazil,Serie B,exact_name,100,74.1952869452,856,auto_confirmed,""
Londrina,Brazil. Serie B,2384oiijiadr9rtnttyghcpy1,Londrina,Brazil,Paranaense 1,exact_name,100,70.1386033182,1391,auto_confirmed,""
Mirassol,Brazil. Serie B,cllomrn9h2sg6vmxy0pdnmups,Mirassol,Brazil,Paulista A1,exact_name,100,83.9199761382,135,auto_confirmed,""
Náutico,Brazil. Serie B,3xiov3h91844kh0omyrnb4qp6,Náutico,Brazil,Pernambucano 1,exact_name,100,71.3292694628,1233,auto_confirmed,""
Operário PR,Brazil. Serie B,20qba9uby7awmiln4c740pjv,Operário PR,Brazil,Paranaense 1,exact_name,100,73.2056337347,982,auto_confirmed,""
Paysandu,Brazil. Serie B,99z75a2ovhdy8t11yljqs3oc6,Paysandu,Brazil,Paraense A1,exact_name,100,62.8581368704,3091,auto_confirmed,""
Ponte Preta,Brazil. Serie B,u414hw3hw8leoqvbymkn9n4j,Ponte Preta,Brazil,Serie B,exact_name,100,65.179888486,2430,auto_confirmed,""
Remo,Brazil. Serie B,eks7plclfqznw5kd17zlq6dhm,Remo,Brazil,Paraense A1,exact_name,100,80.2076001654,322,auto_confirmed,""
Sampaio Corrêa,Brazil. Serie B,c3s344c094ismks0ydi3mkky,Sampaio Corrêa,Brazil,Maranhense 1,exact_name,100,56.2846275898,5158,auto_confirmed,""
Santos,Brazil. Serie B,1icvp50kgaw8oduqmhyt3iex0,Santos,Brazil,Paulista A1,exact_name,100,85.6201035035,84,auto_confirmed,""
Sport Recife,Brazil. Serie B,724zlangqbn2pr3e6rws1c9um,Sport Recife,Brazil,Pernambucano 1,exact_name,100,73.0755109535,1010,auto_confirmed,""
São Bernardo FC,Brazil. Serie B,82ng59yij7r96hwr24uzxibq4,São Bernardo,Brazil,Serie B,exact_name,100,71.7192381739,1176,auto_confirmed,""
Tombense,Brazil. Serie B,5knj6wxpgi0m7g2jtz09md64j,Tombense,Brazil,Serie D,exact_name,100,55.9898519989,5261,auto_confirmed,""
Vasco da Gama,Brazil. Serie B,5ponlslulpugdlvd93n9yqu2b,Vasco da Gama,Brazil,Carioca Série A,exact_name,100,85.2039666138,96,auto_confirmed,""
Vila Nova,Brazil. Serie B,cwgj5vk5ms2zmt1b3zl528hoc,Vila Nova,Brazil,Serie B,exact_name,100,72.6994392336,1050,auto_confirmed,""
Vitória,Brazil. Serie B,436xob9epu7bzdu7c1zzjjdak,Vitória,Brazil,Baiano 1,exact_name,100,81.483103671,245,auto_confirmed,""
Volta Redonda,Brazil. Serie B,cn4ypnxwz86q7d1b2xwvdg3lz,Volta Redonda,Brazil,Carioca Série A,exact_name,100,61.3863084256,3510,auto_confirmed,""
ABC,Brazil. Serie C,da82lx4m0aorqf80r6xovocvy,ABC,Brazil,Serie D,exact_name,100,59.1350166657,4208,auto_confirmed,""
Altos,Brazil. Serie C,98h4gxsepu07sbidp0xy6wr49,Altos,Brazil,Piauiense,exact_name,100,54.4331598217,5817,auto_confirmed,""
Amazonas,Brazil. Serie C,4mg2pej61prq61834y3ew13ze,Amazonas,Brazil,Serie C,exact_name,100,62.128354702,3311,auto_confirmed,""
América RN,Brazil. Serie C,8s13aac2olkq7v7wc7wxe386z,América RN,Brazil,Serie D,exact_name,100,61.472878941,3488,auto_confirmed,""
Anápolis,Brazil. Serie C,1qmxxbs57by054e0yr6fjwmgh,Anápolis,Brazil,Goiano 1,exact_name,100,62.1842858799,3293,auto_confirmed,""
Aparecidense,Brazil. Serie C,5yiafvkcy7k65w7lrhlsv2thg,Aparecidense,Brazil,Goiano 1,exact_name,100,56.5105266211,5082,auto_confirmed,""
Athletic Club,Brazil. Serie C,3czravw89omgc9o4s0w3l1bg5,Athletic Club,Spain,Primera División,exact_name,100,86.3161648347,68,auto_confirmed,""
Atlético Cearense,Brazil. Serie C,77j9lxn1axepp64tak6qwst1b,Atlético Cearense,Brazil,Serie D,exact_name,100,50.8407254091,7473,auto_confirmed,""
Barra,Brazil. Serie C,7ul9821quycdwttvy6s7h8xob,Barra,Brazil,Catarinense 1,exact_name,100,62.3960346002,3216,auto_confirmed,""
Botafogo PB,Brazil. Serie C,bp7joptcwvnp7is338b2s51is,Botafogo PB,Brazil,Paraibano 1,exact_name,100,63.0381629217,3045,auto_confirmed,""
Botafogo SP,Brazil. Serie C,53r1xghhsn5zog9gxjkt2am8o,Botafogo SP,Brazil,Serie B,exact_name,100,70.4489436033,1337,auto_confirmed,""
Brasil de Pelotas,Brazil. Serie C,6u94tnekoz2uycd1s4yo984b,Brasil de Pelotas,Brazil,Serie D,exact_name,100,53.9011886742,6036,auto_confirmed,""
Brusque,Brazil. Serie C,bde5jse6ssrqor2pmrhe4xu07,Brusque,Brazil,Catarinense 1,exact_name,100,64.8434203035,2501,auto_confirmed,""
CSA,Brazil. Serie C,d2ek7khu1tzo6yiz0q6waajcy,CSA,Brazil,Serie D,exact_name,100,57.1178262679,4893,auto_confirmed,""
Campinense,Brazil. Serie C,62pnhb4dpvhkzxnn2vhfa3p3j,Campinense,Brazil,Paraibano 1,exact_name,100,48.719574338,8553,auto_confirmed,""
Caxias,Brazil. Serie C,2p1716ysd19qkp17jz337tpq5,Caxias do Sul,Brazil,Gaúcho 1,exact_name,100,63.8912861902,2804,auto_confirmed,""
Confiança,Brazil. Serie C,b0myud94jki9zwc2ral9lse0n,Confiança,Brazil,Sergipano 1,exact_name,100,59.4035096923,4117,auto_confirmed,""
EC São José,Brazil. Serie C,3273ls9lxxzfjpuspyuk22m98,São José AP,Brazil,Amapaense,fuzzy_country,86.96,44.3968478978,10456,needs_review,""
Ferroviária,Brazil. Serie C,bf6uzpzw5t8n1ax1cpjo6sf7u,Ferroviária,Brazil,Serie C,exact_name,100,65.7726003909,2280,auto_confirmed,""
Ferroviário,Brazil. Serie C,2vhwdx774fhxdmwbj89ay05x3,Ferroviário,Brazil,Serie D,exact_name,100,56.8221446349,4982,auto_confirmed,""
Figueirense,Brazil. Serie C,7ohzxiki0qpo1waxyybhqg9f0,Figueirense,Brazil,Catarinense 1,exact_name,100,63.9868730838,2773,auto_confirmed,""
Floresta EC,Brazil. Serie C,298125vnpqet3u0t6098x4282,Floresta,Brazil,Serie C,exact_name,100,63.4164406842,2940,auto_confirmed,""
Guarani,Brazil. Serie C,15akzajbqir3ko16ly444nz1i,Guarani SP,Brazil,Serie C,exact_name,100,64.9329871562,2484,auto_confirmed,""
Inter de Limeira,Brazil. Serie C,9viv0cf5v7ngdxd4e4r2wxzb2,Inter de Limeira,Brazil,Serie C,exact_name,100,63.9752764092,2776,auto_confirmed,""
Itabaiana,Brazil. Serie C,dnoqzxj58lod85ltzy01hu6pa,Itabaiana,Brazil,Sergipano 1,exact_name,100,59.2269856056,4178,auto_confirmed,""
Ituano,Brazil. Serie C,cg2pa82ewqacfmu7ao65fdejc,Ituano,Brazil,Serie C,exact_name,100,62.3478481411,3233,auto_confirmed,""
Londrina,Brazil. Serie C,2384oiijiadr9rtnttyghcpy1,Londrina,Brazil,Paranaense 1,exact_name,100,70.1386033182,1391,auto_confirmed,""
Manaus,Brazil. Serie C,cab8pc9bgshti49dqooblcnjl,Manaus,Brazil,Serie D,exact_name,100,55.2733367823,5516,auto_confirmed,""
Maranhão,Brazil. Serie C,3hf5mnc78ruz8ewtpkm5ruhs0,Maranhão,Brazil,Maranhense 1,exact_name,100,62.5240565627,3179,auto_confirmed,""
Maringá,Brazil. Serie C,7jl63lirxg1z294w7aj2ep7v0,Maringá,Brazil,Paranaense 1,exact_name,100,64.7626308303,2517,auto_confirmed,""
Mirassol,Brazil. Serie C,cllomrn9h2sg6vmxy0pdnmups,Mirassol,Brazil,Paulista A1,exact_name,100,83.9199761382,135,auto_confirmed,""
Náutico,Brazil. Serie C,3xiov3h91844kh0omyrnb4qp6,Náutico,Brazil,Pernambucano 1,exact_name,100,71.3292694628,1233,auto_confirmed,""
Operário PR,Brazil. Serie C,20qba9uby7awmiln4c740pjv,Operário PR,Brazil,Paranaense 1,exact_name,100,73.2056337347,982,auto_confirmed,""
Paysandu,Brazil. Serie C,99z75a2ovhdy8t11yljqs3oc6,Paysandu,Brazil,Paraense A1,exact_name,100,62.8581368704,3091,auto_confirmed,""
Ponte Preta,Brazil. Serie C,u414hw3hw8leoqvbymkn9n4j,Ponte Preta,Brazil,Serie B,exact_name,100,65.179888486,2430,auto_confirmed,""
Pouso Alegre,Brazil. Serie C,3d4kndkrzmayyc2ya0z507a0a,Pouso Alegre,Brazil,Serie D,exact_name,100,51.4017685295,7159,auto_confirmed,""
Remo,Brazil. Serie C,eks7plclfqznw5kd17zlq6dhm,Remo,Brazil,Paraense A1,exact_name,100,80.2076001654,322,auto_confirmed,""
